date,open,high,low,close,volume
2018-02-06,105.28996347023326,106.83330901477348,103.46684073195915,104.98346285232361,219922
2018-02-07,105.15124777166996,106.85128333931169,104.91786292022341,106.61412523213289,427084
2018-02-08,106.7310738254033,107.15663544549541,104.95911555087814,105.37761196112069,1940629
2018-02-09,105.50817110442996,105.88644919168287,105.2265938879415,105.60386243735719,648685
2018-02-12,105.74043976472699,109.33582268124887,105.5771825988533,109.16701445065019,690242
2018-02-13,109.87066430892631,110.3474036448157,109.7560938137898,110.2323360173272,1603423
2018-02-14,110.09801768750008,112.53894087300321,109.6335132538167,112.06413816451197,459790
2018-02-15,111.89205829847332,113.11679365677686,110.84628559671611,112.05957425519067,1075723
2018-02-16,111.78633484666493,114.05931379854364,110.35783018434068,112.60176300070938,643489
2018-02-19,112.8100364865752,113.17491877641103,112.39287175746763,112.75640473454429,476078
2018-02-20,113.13894876158487,113.73389165375633,112.33072388215969,112.9214167114434,1932309
2018-02-21,112.88282198342877,113.93595947429715,110.80296028867728,111.83669376139589,479804
2018-02-22,111.55516773143408,112.31315111176077,111.37317881779491,112.12992563889492,279143
2018-02-23,111.8529213052055,112.72541319388641,109.84980469161505,110.70667157044332,1380481
2018-02-26,110.92295745910499,112.60981354125707,110.12332885825808,111.7980246230178,1747875
2018-02-27,112.04758579509286,113.78450713381682,111.7651801074972,113.49772369491593,342242
2018-02-28,113.68281477267907,115.0083725554998,112.84669401755644,114.16250251349906,1444903
2018-03-01,113.93480113446017,114.45249948012325,113.0080330233943,113.52152030875679,1127502
2018-03-02,113.60061376827709,115.30500539511809,112.51051726813849,114.19855377782251,1677036
2018-03-05,114.2385368275468,114.59132193148612,113.44484410050978,113.7951781666559,341213
2018-03-06,113.86985978548819,115.54786787354922,113.46508717201851,115.13713045323331,1954205
2018-03-07,115.43852567494294,115.83377625115448,112.53020281755917,112.9154955718177,1276310
2018-03-08,112.99126318752177,115.51619981958179,110.06929312576585,112.52893453907549,1700093
2018-03-09,112.7583603599067,113.18276510662557,109.68221986650819,110.09504650387174,787728
2018-03-12,110.11736912900285,113.16142751685678,105.25581123115394,108.16547786760624,1892426
2018-03-13,108.25933678013081,111.54630508692883,106.81738334033962,110.06057107912899,1290089
2018-03-14,110.26920841015841,111.9599793898785,109.80125854487628,111.48485439326467,341176
2018-03-15,110.99856565215734,111.49229556092888,109.59164513509334,110.07911695634405,1853512
2018-03-16,109.97360018480424,111.00883867947778,107.0457861938137,108.05346365798879,1611998
2018-03-19,107.90109500482522,108.56424909090475,103.54788102080342,104.18428049757196,670382
2018-03-20,103.98478864819114,105.12104761300237,102.25641772120262,103.37379049135174,1136783
2018-03-21,103.28849820516099,106.88944735823124,102.82628483245163,106.41111983068454,837314
2018-03-22,106.88942672711404,109.40019468800209,105.07200518734768,107.54008301588875,1132641
2018-03-23,107.26111083675167,107.36990975389587,106.53760492867727,106.64566996698382,1934211
2018-03-26,106.95590842612972,108.09435647956178,106.53555916348684,107.66953298256516,1807950
2018-03-27,107.1273214342383,108.49016705837437,103.94056052494183,105.26286501445176,509526
2018-03-28,105.15716524612714,105.36172588686566,104.71259851868948,104.91629435050696,1946427
2018-03-29,104.96753320386469,106.10519861471641,104.10856179411653,105.23691744954242,932096
2018-03-30,105.42215698240155,105.65580081236763,105.23361614996564,105.46684212278048,1439192
2018-04-02,105.69211483143674,106.99829409538802,105.55940692805392,106.86394614239659,1552023
2018-04-03,107.11858970198195,108.90820898315255,105.96516370563511,107.73551281709747,1017582
2018-04-04,107.62286153039159,108.97979443773605,107.31743255458468,108.6705145456625,967648
2018-04-05,108.51988701254717,109.21050187464245,107.1303697159353,107.81214176292455,967167
2018-04-06,108.08999985485107,110.29396091050599,107.26568950861268,109.45284283086652,1738843
2018-04-09,109.39004444638162,111.88805260235517,109.25347911869383,111.74836869743201,834048
2018-04-10,111.32151841221473,111.66001855152005,109.89680080074282,110.23096873979763,631854
2018-04-11,109.85683505917845,110.05084965227259,108.69660399893155,108.88856954558332,787038
2018-04-12,108.58862987351968,110.82938575401039,108.3059644815455,110.54088748487389,470277
2018-04-13,110.70588026579972,111.3098795591622,110.04692779208233,110.64733191211229,843862
2018-04-16,110.69461909683649,113.69870117623213,109.79086210324446,112.77041760482875,316749
2018-04-17,113.00425868215578,113.96882389745399,111.64262707610231,112.5955698755857,270531
2018-04-18,112.45134206231873,115.64966979316607,111.44898167468958,114.61880039030186,1475315
2018-04-19,114.67332824413398,115.49161671158657,114.21911176632058,115.03415902580257,247128
2018-04-20,115.25025453788243,117.08421364264808,113.96650932463729,115.78004039450211,1179589
2018-04-23,115.67264177270418,118.52679003517244,115.18835941532258,118.03055832116094,1581752
2018-04-24,118.19240949919802,118.70603562859132,117.32489688783389,117.83475308693588,1476514
2018-04-25,117.60099162343489,119.02322206219061,115.03023088557384,116.42137132991988,947538
2018-04-26,116.2946386785619,116.6034926689378,115.49190826426285,115.79863037225388,467900
2018-04-27,115.66609210320034,117.14739204176075,114.94012327480715,116.41212595466932,1868300
2018-04-30,115.99524348233608,116.42470653798769,113.51736396774162,113.93765287386842,1686805
2018-05-01,114.10422802493837,115.7106367568292,113.47267339930809,115.07019083170161,1263219
2018-05-02,114.90826222237126,116.19209672806234,112.98190710251303,114.24421903771824,264846
2018-05-03,114.24850126048146,116.2907610722546,113.86259592136138,115.89795744601004,166834
2018-05-04,116.06523070855694,116.43477314216358,112.47114126147942,112.82924040106283,698918
2018-05-07,112.98048700315024,113.48733122810729,111.45853251336605,111.95854906511815,399294
2018-05-08,112.18225892475901,113.00056976569603,109.03568578519032,109.83104402259991,1734678
2018-05-09,109.79859852519751,111.0853185427644,107.34506264077703,108.60302988937687,491057
2018-05-10,108.46520298303894,110.18990581682215,106.96588451509194,108.66674671852279,637036
2018-05-11,108.64076166996875,109.78383449488673,107.15117869474427,108.27857874828928,1953898
2018-05-14,107.73185714584837,107.9248791581538,107.0785615653547,107.27041307497953,1654693
2018-05-15,106.80572542970069,107.18444324849348,106.08673207472665,106.46290044596851,515538
2018-05-16,106.0412821991824,106.85191039312438,105.35202359029276,106.15738277531959,828731
2018-05-17,105.84026204372012,106.03863161198687,104.22788521718634,104.4232328116901,1079935
2018-05-18,104.54854509304793,105.49682874938726,104.34576078444493,105.2922051321125,1362113
2018-05-21,105.00657359849026,106.43196746532809,104.28128706121032,105.69683564935262,1878736
2018-05-22,105.57699188687232,106.06948783345457,105.42645835302815,105.91825209021877,1755139
2018-05-23,106.33189365990215,107.56766774294978,105.66930029590867,106.89737381350375,1956666
2018-05-24,106.78318379838369,107.44705144328923,106.3585839971158,107.01981191861107,177226
2018-05-25,107.25686039459336,110.37797570634999,106.66172387987639,109.76552104823563,549084
2018-05-28,109.45851409629465,109.5703887602287,109.09637478926879,109.20787932015648,1169702
2018-05-29,109.14059385664595,109.51772571310352,108.2365651466862,108.61057316064272,193323
2018-05-30,108.30146653734585,108.93411673847206,106.58496192915426,107.20758505474468,775148
2018-05-31,107.09859973661855,107.49547584791731,105.28143097191455,105.67157318683481,391843
2018-06-01,105.93829929229558,106.62327518979976,103.60044460197007,104.27030439769199,1872547
2018-06-04,103.7313772744472,104.11877487590371,102.16321862407101,102.54475974395154,220324
2018-06-05,102.67849047317236,103.6990867814845,101.50686591610528,102.51581659452785,381968
2018-06-06,102.58895765199759,104.11494237584292,101.42764703751969,102.9363575605359,470736
2018-06-07,102.7530420875383,103.2368540499519,102.28091510851189,102.76250406442766,382328
2018-06-08,102.31766807152449,103.64784555928436,100.0398335144975,101.34039808881137,1180282
2018-06-11,101.36232936064057,103.3093798747235,100.501957216821,102.43248099917336,792260
2018-06-12,102.26989840722436,104.02691821134522,101.41934542887218,103.16175254195987,1833652
2018-06-13,103.23378753749428,103.37589860492872,102.88601515860609,103.02764748448539,595554
2018-06-14,103.03440183131573,103.34104700565214,101.92898858496982,102.23234389076121,1120715
2018-06-15,102.72478695188148,103.77010901731448,102.37353691419636,103.41528467759602,1354170
2018-06-18,103.34105224164966,104.16353090294409,102.77815711134767,103.59615575987682,1289380
2018-06-19,102.93558077962852,103.56521321502977,98.701091276168214,99.304822347643096,1613127
2018-06-20,99.41615305175759,99.988514467876328,98.715689147996798,99.284017834025008,483547
2018-06-21,99.420625195491283,100.83580387303239,98.71255699571752,100.11765684890408,1064166
2018-06-22,100.97177125065041,102.01124019755372,97.7680598339727,98.774547696249812,1621108
2018-06-25,99.29144382576267,103.12696502082845,96.104880691128514,99.817308395241,1739730
2018-06-26,100.04019379810963,100.68920727781887,95.899833365328632,96.521986144056498,1273798
2018-06-27,97.408790795933029,104.23155056059719,94.180514730085733,100.77715781809967,1338593
2018-06-28,100.03118145365973,103.4223677294525,99.877162210511528,103.263127034993,1741859
2018-06-29,102.85105925087177,102.96111674408991,102.15547036157638,102.26478352828951,1287255
2018-07-02,101.67426949099242,104.38901301433505,99.992110002472074,102.66193919695301,1902801
2018-07-03,102.41212719098414,104.35720223094812,94.679332136422829,96.477541106299881,342428
2018-07-04,95.650981594012364,96.038349332139802,92.598170623342753,92.973175075062329,761011
2018-07-05,93.342983603776887,94.140290431656283,91.917724279579303,92.702856984168349,313145
2018-07-06,92.57419211247408,93.343647433012265,89.418839130979848,90.162067885729201,272100
2018-07-09,89.337047356195797,91.792028333056308,88.543813853873885,90.976996783719883,996688
2018-07-10,90.401361010249431,95.150791636664877,90.309118278292985,95.053702733684872,529265
2018-07-11,95.240139407144483,96.756114619824274,91.045202529145001,92.494405261593343,873598
2018-07-12,92.980189104554611,93.855186035009993,90.210890641909032,91.059826884838756,931898
2018-07-13,92.20333459356759,93.966056295645075,91.004696700494293,92.744503124763597,1279754
2018-07-16,94.449006456878038,99.42061419161621,93.400720011928001,98.317148034423113,1896817
2018-07-17,98.572125304953147,100.09406502251836,94.128333402246028,95.581661599339284,1713836
2018-07-18,94.992350198486506,97.054430856984766,93.521181636850898,95.551326373877572,818788
2018-07-19,94.286522962114191,99.771190713620925,93.210443265463695,98.632515224646639,718611
2018-07-20,98.797684959869684,99.047849456190704,94.506759942187017,94.746059435990659,1564469
2018-07-23,94.265886785887446,95.445387383740254,90.104480082807811,91.231911137143356,334939
2018-07-24,90.995381803958097,92.267950199522176,88.724688228489967,89.965501024782242,1126905
2018-07-25,89.621986050016787,90.438097266097614,87.586697478294354,88.384275052078777,903731
2018-07-26,88.306536132318996,90.856621726612005,87.503186496611875,90.030073238102787,447336
2018-07-27,90.631890016034404,92.490905739255425,89.252707875122098,91.083434203907146,1271252
2018-07-30,91.172881363187173,91.865006894078149,86.459065869492122,87.115407162764242,709394
2018-07-31,87.029077851081865,89.795551546647445,85.337668568061602,88.050375874215135,452637
2018-08-01,87.482280811947376,87.838271225297575,85.76917322121227,86.118192509968097,1341064
2018-08-02,85.22151418191018,88.096680579896756,84.996425232065178,87.863997676912518,430976
2018-08-03,87.597347133073271,90.960710977825144,82.932139378854885,86.116379179302569,1378421
2018-08-06,86.087436803062019,87.972408153435708,82.797874434627417,84.610817495508044,407978
2018-08-07,85.550914229553555,88.616829905079555,83.598992474504399,86.59495650123624,926043
2018-08-08,86.665492191225681,88.497834046278427,86.384490742863989,88.210891470691294,1635186
2018-08-09,88.754360841898517,90.27461664481045,88.120481373622923,89.629879581135015,534426
2018-08-10,89.350616763855356,89.598928666975567,85.309946754005907,85.547029339451925,1558492
2018-08-13,84.915816952228667,86.61356451842812,84.266927982761658,85.951702115881318,1471622
2018-08-14,85.434803715654752,85.717656566186974,82.873265959655669,83.147638211830781,1815048
2018-08-15,82.771610843050539,85.07712686478925,80.904899581734384,83.158420327833426,420858
2018-08-16,84.272062388209577,84.935952309503776,80.596803326553896,81.231739791862424,1458721
2018-08-17,80.815791693611374,83.116299166521586,79.375429609449796,81.634935643546243,1879672
2018-08-20,82.063871168677949,82.943808090260291,79.493908264797156,80.346288537954109,1549735
2018-08-21,79.894147722488881,80.046393293844105,77.156772818403567,77.303802072692193,457016
2018-08-22,77.755203249881916,80.454860830403931,76.438464640948936,79.092405109064359,1662106
2018-08-23,79.282926069487431,80.33452534047953,78.664930136386644,79.708332383064132,303893
2018-08-24,79.630337157379543,81.456735754971277,76.614546401764144,78.37177492921289,1218804
2018-08-27,78.351811025356767,81.383876865776955,78.182726968101804,81.20824957758127,1045530
2018-08-28,80.876590169583579,81.196951241375686,79.646185266081531,79.96167256868037,1109050
2018-08-29,80.184912861340734,81.663504583797945,78.776609874215183,80.229232806969051,1087144
2018-08-30,80.001413282315895,80.887969902628569,79.647042999850612,80.529672573039093,159805
2018-08-31,79.915168944852311,81.929375172849703,76.749450101079049,78.683866588337509,1065566
2018-09-03,78.057913010954593,80.157041501984878,76.919379655763677,78.987890779358921,1879814
2018-09-04,79.073138971085754,79.421969554536801,77.695360952543766,78.03811347818241,929668
2018-09-05,78.812109745883006,80.467377995606469,76.419607113036264,78.02462631273049,626134
2018-09-06,78.102685870598378,84.39919359428157,74.805116383069588,80.835779577641361,1990148
2018-09-07,80.77586290930995,81.571258104033333,77.965414349460843,78.73313522169471,288085
2018-09-10,78.873910851610958,80.671069338712414,72.636210737543351,74.291241928318883,1023933
2018-09-11,74.900126632626836,78.476423220991947,74.552180827708781,78.111863860783558,1073935
2018-09-12,78.21903967104646,83.786137508703902,77.963781356738082,83.512711648289027,1008098
2018-09-13,83.298501547565081,83.924658786495897,81.989430969783015,82.605747887419668,1851279
2018-09-14,83.178888327003179,83.339474194547549,79.236740585122575,79.389715708788884,901355
2018-09-17,79.602743833484112,79.814444624730314,78.919649270808137,79.129533395285705,1949273
2018-09-18,79.892713060484184,80.463981161859081,78.901082734424477,79.465260242027625,226968
2018-09-19,79.556317198477132,81.323644798482988,77.595950383395916,79.319728828533457,1494478
2018-09-20,78.715017240838506,80.639478035901234,74.85715332100402,76.687295291950988,1226617
2018-09-21,76.034338308310495,78.113663472275391,75.217685651695191,77.274677663864466,557037
2018-09-24,78.07614873612664,79.645413989826082,77.6750512398376,79.236254769509145,533138
2018-09-25,80.094474331987342,80.894691233509235,76.514185562656593,77.278632111611188,1467392
2018-09-26,77.191974490163233,78.759457126724868,77.104983078154191,78.670699241857022,1311457
2018-09-27,78.482514584884413,83.807990387287077,77.474734134771296,82.731826419780319,1261222
2018-09-28,83.49096285004768,84.273101944491287,83.182162974188557,83.961409247097649,196583
2018-10-01,83.382482392130157,84.29133466541586,81.89076614826017,82.783359014768308,1235977
2018-10-02,82.321722787578125,83.933885669700075,80.544462595064374,82.121820169216321,1964635
2018-10-03,82.452679678079477,85.910452716270697,80.442027248046656,83.815480652371704,132914
2018-10-04,83.609022735991886,84.315843697093342,79.469109255037424,80.140931868715001,991109
2018-10-05,80.138366464952554,81.79863778039379,78.897517920890536,80.532081883719158,1039317
2018-10-08,80.449858906453983,82.044642478022311,78.17293171913002,79.722579026677991,1803835
2018-10-09,79.89095855149894,85.232326349076544,78.469592814580224,83.715930619860714,637407
2018-10-10,84.455608320768093,85.322444031362863,83.273027649771379,84.127725585543828,1003566
2018-10-11,84.175368459600477,88.67134726327302,83.339875876959894,87.791229310872637,1462664
2018-10-12,88.145267381034856,88.923916003865912,85.017989752731197,85.769012951182262,214628
2018-10-15,84.677016348422555,87.458155296375281,83.211382394593585,85.944383939408922,1622069
2018-10-16,85.918218716633092,87.617765149272444,84.934897503792186,86.614992880713828,1662205
2018-10-17,86.159716232406225,88.017877646058665,82.529633956445437,84.309507289443346,1467329
2018-10-18,83.669712673342303,85.130445286222354,82.59573662029085,84.037719415632168,1331549
2018-10-19,83.577745827979626,87.930229132827975,81.877465821570425,86.141403542087076,1520460
2018-10-22,85.961704599117567,87.139057452856875,84.104574540597127,85.256491679859153,1585338
2018-10-23,85.745932703463438,87.7682332632222,80.286752345849749,82.180299235959751,1816450
2018-10-24,81.50184436114435,81.916527046789511,81.03801446905949,81.450337180806656,913522
2018-10-25,81.46593208230729,82.969133593508005,78.189911636134426,79.632664334444428,966506
2018-10-26,79.392055429131076,79.758623193315714,78.338462540391916,78.700165671868689,1312079
2018-10-29,78.539156055937227,78.73814865780875,78.167217149953018,78.365267379963726,466869
2018-10-30,78.857943282379026,79.030422892124122,75.39001831352472,75.554912811100323,1726835
2018-10-31,75.809448506915842,77.186775654762485,71.501661796627133,72.800723877254981,1563975
2018-11-01,73.411796406590668,74.776405738595983,72.942071156184497,74.297949037775041,1299024
2018-11-02,74.226237073784517,74.69388321589517,72.804617500529758,73.263307040026689,673137
2018-11-05,72.945329976684476,74.109198684669593,67.346120352029402,68.420651677159881,760579
2018-11-06,68.324990075339045,70.232855175194331,67.797195337474548,69.690322620915239,926451
2018-11-07,69.796025700350285,70.364387387573046,69.723013422941378,70.290780557956339,1358806
2018-11-08,70.368395122101504,71.235509962064896,68.306216209700054,69.14791984148539,1578266
2018-11-09,68.680859490798539,68.993202883482297,66.185724558134979,66.486720700422495,1376522
2018-11-12,66.524333640861926,68.223166435119694,66.274497091850051,67.966949806828012,1866872
2018-11-13,68.063968882314185,69.054891864033237,67.720954698232674,68.706883838957083,1925115
2018-11-14,69.796482071993012,76.210340505179701,67.898469224304819,74.13791219487716,1439320
2018-11-15,75.012691246448171,76.060424413999542,74.827137935434891,75.872279403434277,804733
2018-11-16,75.468746846271515,76.636149520564942,75.117997699010076,76.279974743362246,1238230
2018-11-19,76.143087742429927,78.65538287049219,73.48534666375798,75.909951232354288,907655
2018-11-20,75.218805518476671,77.979354721871843,74.142444070898591,76.863490536697839,1295283
2018-11-21,76.580239958890502,78.274448946234969,76.202401513266437,77.888251460593736,1643033
2018-11-22,78.042040098940234,81.551098572020308,77.166071105969294,80.635742776589524,801731
2018-11-23,81.245756740272043,83.030184388056171,78.586979639354581,80.313011679066022,1060948
2018-11-26,79.947875988936815,80.226103247311613,78.931325518942273,79.206015071696157,186709
2018-11-27,78.882849060323352,80.502681328694194,76.499880122386941,78.070778940379441,1499488
2018-11-28,77.030025014932193,78.85236293342318,76.881841062387792,78.700673318825821,1030720
2018-11-29,78.620701993412297,81.890671307791749,78.498273534029266,81.76315083962173,973447
2018-11-30,81.222034671536349,81.411661142010615,80.250278867226925,80.437636610697751,1111618
2018-12-03,80.171908647939773,80.256690644669817,79.383137444280095,79.467085313461766,509440
2018-12-04,79.258315316384937,80.774062346999614,78.20526779258897,79.700876196096587,1236138
2018-12-05,79.678340958091169,81.10129987000262,78.190229866545053,79.586612912114816,1515887
2018-12-06,79.168042534321145,81.466456496639012,77.957326800328175,80.220591151030973,764384
2018-12-07,79.868305238247174,80.261489546819305,77.494216840242046,77.875713730351066,349194
2018-12-10,78.374755825055246,78.46137647092452,77.648707751392763,77.734525960911057,834988
2018-12-11,77.434873450319685,77.898445090903095,76.382068614229922,76.839337533011985,477308
2018-12-12,76.586924193912807,76.925128185125445,74.275712020696261,74.603709815619538,810484
2018-12-13,75.015966383296373,75.299052111268338,73.988420470821012,74.267628576512251,1290967
2018-12-14,74.91771462576105,75.544923119088892,73.591523602195096,74.207629270538078,315449
2018-12-17,73.947269535551854,74.572340841676137,73.251048108477036,73.87023430160788,1519812
2018-12-18,73.788671452896423,75.05059033659937,73.617296144546387,74.87628420250671,526765
2018-12-19,74.953046755313878,75.549873078378809,74.229822017459483,74.820889541119612,1799906
2018-12-20,75.209925544114057,75.43310648979481,74.144901438072381,74.364921988560084,1491643
2018-12-21,74.145084921826978,74.540716258519922,73.772136268885191,74.165777585953279,617914
2018-12-24,74.111223993089695,75.568040152693442,73.666099261145064,75.114165532842534,1170132
2018-12-25,75.28953712785129,75.424909899131748,74.334434046449758,74.468089514690249,310376
2018-12-26,74.56528148142047,74.640604104692542,73.727006207423003,73.801482041258936,289504
2018-12-27,73.71824638787966,75.119536799809069,72.867671669382119,74.252793734178184,1916488
2018-12-28,74.222989530365552,75.61995576183341,72.688768127779767,74.056858461031055,1624619
2018-12-31,73.752026169330904,75.188866313018337,72.930077692640396,74.350904600777653,393403
2019-01-01,74.297798275885398,75.014983152566458,73.591859229286086,74.302229788183467,637109
2019-01-02,74.242873955333451,75.152065884450877,73.974935232158842,74.880845934248953,475567
2019-01-03,74.933019334985801,75.145619002686203,73.802900618350108,74.012293917673119,850806
2019-01-04,73.889093447011248,74.770092821310328,73.006997003852945,73.877478906922647,653525
2019-01-07,73.982061093036052,74.58323753113055,73.195164661187235,73.789946797919228,723319
2019-01-08,74.014472435166795,74.549155085280589,72.410484513361922,72.933579909192005,1105843
2019-01-09,72.967595891066679,74.344441151462476,70.274000671901092,71.600019757120876,459201
2019-01-10,71.675616935166488,73.271229759467872,70.681090576353128,72.254563667784637,1777368
2019-01-11,72.266086735866807,72.553161251542406,71.663474665483221,71.948155325671976,1482537
2019-01-14,71.948173541456029,72.208939035648982,70.800201170801088,71.056806009235615,1545037
2019-01-15,70.903157541021244,71.563791193219359,70.07026470052952,70.723137950254937,422006
2019-01-16,70.790320241408594,72.721145484531533,69.754625409908201,71.657201794740729,1445499
2019-01-17,71.63629099015742,71.768333438301951,69.481579351387751,69.609650161750707,1688865
2019-01-18,70.048139610338012,70.62380356740158,68.153010975388653,68.713100539538885,432843
2019-01-21,69.038197456004724,69.149502361117968,68.084436898791438,68.194204130091734,1527428
2019-01-22,68.273187330069533,70.274897724298739,67.423635758409461,69.400438040421733,779596
2019-01-23,69.241750227730648,69.853498514338298,68.794086663402027,69.401879859077482,1596400
2019-01-24,69.170655556528217,69.885551990652857,69.027612447871064,69.741030494846086,1008969
2019-01-25,69.99069091209374,70.245690092808957,68.726896620591901,68.977291381708937,1624196
2019-01-28,69.031684005912268,69.308765590675563,67.783670743157671,68.055743012305541,380109
2019-01-29,68.153843196789197,69.196391681181623,67.441464500861414,68.473115737279016,839252
2019-01-30,68.115680204125866,68.61203613930401,67.630137318655215,68.122955124400235,619516
2019-01-31,68.312758598705273,69.197202960847974,67.852418282135773,68.730902624422626,571891
2019-02-01,68.824664681028707,69.208158699109802,68.263967431086385,68.6443372197607,685833
2019-02-04,68.416043352577475,68.700800275775009,68.34242637993836,68.626876899234176,826624
2019-02-05,68.529867704026358,69.402661376275475,67.786271223919115,68.64959448094217,341824
2019-02-06,68.703928208626436,69.572558495273398,68.479179713948241,69.34496848404082,1443456
2019-02-07,69.355884268528101,70.289416215531944,69.104536032231294,70.034684825651553,1145455
2019-02-08,69.973325370038665,70.353142637187119,68.266128099048203,68.636678649222404,1675612
2019-02-11,68.615372683772122,68.753779809925092,66.671314496271506,66.80580017601558,1439553
2019-02-12,66.755318607607265,68.402231919446294,65.957141877736873,67.584363457006248,383182
2019-02-13,67.615303057604478,69.18161448044971,67.059498086761678,68.612934263392845,232870
2019-02-14,68.916493944910542,69.113041634425358,67.914984032127862,68.10867544663337,903336
2019-02-15,67.58625422286876,68.020253030959751,65.706259771865192,66.128186371482201,1014133
2019-02-18,66.08121562570787,67.191414167441906,65.1023868056038,66.196140517768683,556474
2019-02-19,66.231203123572442,68.034538564296057,65.237614301194668,67.013896421845615,1586201
2019-02-20,67.073429981996824,69.255041275426905,66.416557809230639,68.576803865325601,1205006
2019-02-21,68.500332394647501,69.498496473274059,67.976874015973678,68.967410433069517,1521181
2019-02-22,68.604896868771718,69.411692307498399,67.545684289518988,68.340023359726985,307119
2019-02-25,68.407302112045642,68.999495882550406,67.135621965189145,67.716806953914897,1648638
2019-02-26,68.068629671156984,68.835300176818819,67.356146444091024,68.114792109549541,491571
2019-02-27,67.802076203477981,68.107913784201315,67.289089386076057,67.592613016313479,951657
2019-02-28,67.768005359311871,68.041364283243055,66.708092296848818,66.977175800650997,934805
2019-03-01,66.911197244549385,68.721785400904096,66.795056258964209,68.602501690309836,1659058
2019-03-04,68.58988184058633,70.49587540913268,68.201118891684757,70.096309413769859,626008
2019-03-05,69.875245834479657,71.265923037213341,69.467368195819788,70.8499277006933,557430
2019-03-06,70.778874765901847,71.213998271241863,69.582328080538858,70.010095639775471,745293
2019-03-07,70.28367753521583,71.533367451075748,69.770209420699643,71.010769536478946,785540
2019-03-08,71.135002473629456,72.938151194360472,69.906019272710438,71.678015404568512,445202
2019-03-11,72.051491001977567,72.650186425496031,71.825454771733931,72.422271998774917,435075
2019-03-12,72.678536858503492,74.302128179791694,72.143807027609796,73.75545283169032,539543
2019-03-13,73.852671959579084,74.725392768476013,73.519511344072228,74.388295176903938,988220
2019-03-14,74.778499973184779,75.583691436178228,74.603805805965322,75.407116216889918,752375
2019-03-15,75.50649126439383,76.506875427701814,75.044482738875658,76.038745759424884,844914
2019-03-18,76.227858083743158,78.037029086651927,74.711549167604872,76.484732512044801,1466206
2019-03-19,76.416713325148578,77.25588544310213,73.924791848952168,74.73659886662908,557761
2019-03-20,74.751520579884271,75.81405636612044,73.709603778314914,74.757329512804176,1828795
2019-03-21,74.601080399878825,75.895199361200412,72.767208246584829,74.029514683027472,1528383
2019-03-22,74.249616490439536,74.966338828804098,72.339306439385723,73.037588791774482,431905
2019-03-25,72.779863212129598,74.962325468338648,72.016814885060143,74.176395480051468,696308
2019-03-26,74.350695731039181,75.91547167133362,74.252621983410407,75.815333875222763,448747
2019-03-27,75.771983452875077,77.714044963652881,74.996133119227267,76.918309324085371,618328
2019-03-28,77.189055750662519,77.628927086602346,76.884062667772355,77.322195963085591,794443
2019-03-29,77.496568803356681,79.178445797793302,76.984125505183428,78.654881147959458,348691
2019-04-01,79.08566465493621,79.679957991200837,78.397969566830696,78.987095182623776,127425
2019-04-02,79.160450448910709,79.621405758547766,78.783561461600002,79.242322127587855,933761
2019-04-03,78.869485628603428,79.363705018797603,77.248725147047679,77.732788375445438,1431883
2019-04-04,77.717176572927613,78.383464604771092,77.317818123267472,77.980682359147707,675632
